     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    11.01977    -0.06888    -0.15680    -0.04872    -0.15680     0.00000     0.00000     0.00000     0.00000     0.00000    -0.43120
    11.21977    -0.05814    -0.11630    -0.06814    -0.11630     0.00000     0.00000     0.00000     0.00000     0.00000    -0.35888
    11.42077    -0.05810    -0.08760    -0.10060    -0.08760     0.00000     0.00000     0.00000     0.00000     0.00000    -0.33390
    11.62077    -0.10426    -0.10486    -0.07930    -0.10486     0.00000     0.00000     0.00000     0.00000     0.00000    -0.39328
    11.82177    -0.03986    -0.02534    -0.06818    -0.02534     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15872
    12.02277    -0.02320    -0.05858    -0.07456    -0.05858     0.00000     0.00000     0.00000     0.00000     0.00000    -0.21492
    12.22277    -0.05958    -0.06496    -0.07762    -0.06496     0.00000     0.00000     0.00000     0.00000     0.00000    -0.26712
    12.42377    -0.04254    -0.03990    -0.07382    -0.03990     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19616
    12.62377    -0.03604    -0.03580    -0.04556    -0.03580     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15320
    12.82477    -0.05950    -0.05786    -0.05688    -0.05786     0.00000     0.00000     0.00000     0.00000     0.00000    -0.23210
    13.02477    -0.07400    -0.04736    -0.04362    -0.04736     0.00000     0.00000     0.00000     0.00000     0.00000    -0.21234
    13.22577    -0.03140    -0.01765    -0.03038    -0.01765     0.00000     0.00000     0.00000     0.00000     0.00000    -0.09708
    13.42677    -0.02678    -0.02212    -0.03090    -0.02212     0.00000     0.00000     0.00000     0.00000     0.00000    -0.10192
    13.62677    -0.04808    -0.04838    -0.05162    -0.04838     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19646
    13.82777    -0.07212    -0.03612    -0.07408    -0.03612     0.00000     0.00000     0.00000     0.00000     0.00000    -0.21844
    14.02777    -0.05036    -0.03444    -0.07756    -0.03444     0.00000     0.00000     0.00000     0.00000     0.00000    -0.19680
    14.22877    -0.08032    -0.06780    -0.04390    -0.06780     0.00000     0.00000     0.00000     0.00000     0.00000    -0.25982
    14.42977    -0.08710    -0.08070    -0.03038    -0.08070     0.00000     0.00000     0.00000     0.00000     0.00000    -0.27888
    14.62977    -0.06242    -0.07470    -0.02522    -0.07470     0.00000     0.00000     0.00000     0.00000     0.00000    -0.23704
    14.83077    -0.04284    -0.04088    -0.02584    -0.04088     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15044
    15.03077    -0.03066    -0.04340    -0.02372    -0.04340     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14118
    15.23177    -0.03536    -0.04064    -0.02482    -0.04064     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14146
    15.43177    -0.04658    -0.03756    -0.02300    -0.03756     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14470
    15.63277    -0.04730    -0.03802    -0.01948    -0.03802     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14282
    15.83377    -0.03308    -0.04914    -0.02276    -0.04914     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15412
    16.03377    -0.05350    -0.06394    -0.02390    -0.06394     0.00000     0.00000     0.00000     0.00000     0.00000    -0.20528
    16.23477    -0.04466    -0.05734    -0.02548    -0.05734     0.00000     0.00000     0.00000     0.00000     0.00000    -0.18482
    16.43477    -0.03970    -0.04134    -0.01920    -0.04134     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14158
    16.63577    -0.02870    -0.04768    -0.02178    -0.04768     0.00000     0.00000     0.00000     0.00000     0.00000    -0.14584
    16.83577    -0.02806    -0.05350    -0.01999    -0.05350     0.00000     0.00000     0.00000     0.00000     0.00000    -0.15505
    17.03677    -0.03078    -0.03106    -0.01682    -0.03106     0.00000     0.00000     0.00000     0.00000     0.00000    -0.10972
    17.23777    -0.03554    -0.03050    -0.01797    -0.03050     0.00000     0.00000     0.00000     0.00000     0.00000    -0.11451
