#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60  32
# Band-Index    1
   1.92648     27.806616     27.806584
   1.88261     27.901545     27.901413
   1.83873     27.905571     27.905324
   1.79486     27.759947     27.759581
   1.75098     27.562427     27.562238
   1.70711     27.699083     27.698892
   1.66323     27.835614     27.835418
   1.61936     27.949686     27.949478
   1.57548     28.006184     28.005950
   1.53161     27.956015     27.955738
   1.48774     27.753835     27.753514
   1.44386     27.488318     27.488036
   1.44386     27.488318     27.488036
   1.36787     27.513836     27.513551
   1.29188     27.582416     27.582120
   1.21588     27.673379     27.673066
   1.13989     27.762135     27.761803
   1.06390     27.831591     27.831239
   0.98791     27.978980     27.978447
   0.91191     28.175022     28.174355
   0.83592     28.258207     28.257584
   0.75993     28.598600     28.598014
   0.68393     29.067562     29.066973
   0.60794     29.490876     29.490275
   0.53195     29.774731     29.774123
   0.45596     29.881848     29.881242
   0.37996     29.836794     29.836193
   0.30397     30.130458     30.129916
   0.22798     31.261431     31.260862
   0.15199     31.848940     31.848365
   0.07599     31.242358     31.241792
   0.00000     30.993313     30.992752
 
# Band-Index   29
   0.00000     30.993321     30.992760
   0.07599     32.045584     32.045025
   0.15199     32.218355     32.218011
   0.22798     32.256789     32.256452
   0.30397     31.932896     31.932325
   0.37996     31.331385     31.330820
   0.45596     30.767829     30.767269
   0.53195     30.243961     30.243405
   0.60794     29.760835     29.760282
   0.68393     29.319225     29.318676
   0.75993     28.919702     28.919157
   0.83592     28.562883     28.562341
   0.91191     28.249177     28.248639
   0.98791     28.237242     28.236561
   1.06390     28.350142     28.349463
   1.13989     28.475539     28.474867
   1.21588     28.591969     28.591307
   1.29188     28.684912     28.684260
   1.36787     28.744736     28.744091
   1.44386     28.765007     28.764365
   1.44386     28.765007     28.764365
   1.48774     28.768208     28.767569
   1.53161     28.777728     28.777095
   1.57548     28.795083     28.794461
   1.61936     28.823327     28.822721
   1.66323     28.870222     28.869636
   1.70711     28.955750     28.955183
   1.75098     28.678298     28.677890
   1.79486     28.391331     28.390905
   1.83873     28.125080     28.124638
   1.88261     28.144398     28.143777
   1.92648     28.569338     28.568708
   1.97035     28.948202     28.947561
   2.01423     29.273950     29.273295
   2.05810     29.461020     29.460380
   2.10198     29.128368     29.127758
   2.14585     28.856855     28.856274
   2.18973     28.658308     28.657752
   2.23360     28.540142     28.539601
   2.27748     28.502081     28.501545
   2.27748     28.502081     28.501545
   2.36522     28.635683     28.635136
   2.45297     28.989587     28.989027
   2.54072     29.355462     29.354699
   2.62847     29.018503     29.017744
   2.71622     29.002811     29.002029
   2.80397     29.625554     29.624742
   2.89172     30.302289     30.301462
   2.97947     31.029489     31.028657
   3.06722     31.637204     31.637047
   3.15496     31.422607     31.422125
   3.24271     31.007986     31.007439
   3.33046     30.612147     30.611582
   3.41821     30.267087     30.266516
   3.50596     29.986169     29.985600
   3.59371     30.666140     30.665719
   3.68146     31.654466     31.654012
   3.76921     32.228730     32.228389
   3.85695     32.197822     32.197476
   3.94470     30.993321     30.992760
 
# Band-Index   30
   3.94470     32.187520     32.187173
   3.85695     32.241514     32.240954
   3.76921     32.238037     32.237400
   3.68146     32.282384     32.282042
   3.59371     32.359462     32.359124
   3.50596     32.464782     32.464444
   3.41821     32.602064     32.601715
   3.33046     32.755758     32.755363
   3.24271     32.800007     32.799455
   3.15496     32.445551     32.444796
   3.06722     31.775265     31.774445
   2.97947     31.181338     31.181356
   2.89172     30.613364     30.613266
   2.80397     30.245468     30.245146
   2.71622     30.112785     30.112280
   2.62847     30.096882     30.096282
   2.54072     29.514923     29.514358
   2.45297     29.659638     29.658876
   2.36522     29.896364     29.895608
   2.27748     30.023118     30.022376
   2.27748     30.023118     30.022376
   2.23360     29.995231     29.994481
   2.18973     29.967909     29.967154
   2.14585     29.897638     29.896935
   2.10198     29.749532     29.748844
   2.05810     29.541940     29.541269
   2.01423     29.842404     29.841738
   1.97035     30.009059     30.008398
   1.92648     30.109216     30.108631
   1.88261     30.250801     30.250352
   1.83873     29.980278     29.979744
   1.79486     29.462342     29.461776
   1.75098     29.127447     29.126887
   1.70711     28.980280     28.979887
   1.66323     29.288624     29.288246
   1.61936     29.591519     29.591154
   1.57548     29.870747     29.870394
   1.53161     30.103309     30.102965
   1.48774     30.067214     30.066948
   1.44386     29.962366     29.962122
   1.44386     29.962366     29.962122
   1.36787     29.981318     29.981080
   1.29188     30.038096     30.037868
   1.21588     30.125719     30.125498
   1.13989     30.226640     30.226414
   1.06390     30.324195     30.323947
   0.98791     30.417745     30.417459
   0.91191     30.533139     30.532804
   0.83592     30.719879     30.719500
   0.75993     31.011426     31.011025
   0.68393     31.389832     31.389443
   0.60794     31.798169     31.797812
   0.53195     32.153139     32.152821
   0.45596     32.340090     32.339790
   0.37996     32.353915     32.353602
   0.30397     32.307005     32.306677
   0.22798     32.569291     32.568710
   0.15199     32.456116     32.455515
   0.07599     32.195243     32.194897
   0.00000     32.187521     32.187173
 
# Band-Index   31
   0.00000     34.192948     34.192826
   0.07599     33.615566     33.614951
   0.15199     33.233238     33.232610
   0.22798     32.635528     32.634948
   0.30397     33.520865     33.520288
   0.37996     33.797434     33.797002
   0.45596     33.472463     33.472035
   0.53195     33.386256     33.385835
   0.60794     33.555595     33.555196
   0.68393     33.882043     33.881633
   0.75993     33.762412     33.761863
   0.83592     33.162273     33.161755
   0.91191     32.593782     32.593311
   0.98791     32.068217     32.067795
   1.06390     31.590894     31.590497
   1.13989     31.170877     31.170497
   1.21588     30.819790     30.819426
   1.29188     30.550519     30.550169
   1.36787     30.377683     30.377344
   1.44386     30.317097     30.316763
   1.44386     30.317097     30.316763
   1.48774     30.260829     30.260493
   1.53161     30.381073     30.380755
   1.57548     30.873879     30.873510
   1.61936     31.488100     31.487696
   1.66323     32.019732     32.019528
   1.70711     31.588437     31.588195
   1.75098     31.186481     31.186182
   1.79486     30.831181     30.830797
   1.83873     30.547230     30.546712
   1.88261     30.716957     30.716255
   1.92648     30.709030     30.708322
   1.97035     30.261524     30.260835
   2.01423     29.953464     29.952755
   2.05810     29.930844     29.930107
   2.10198     29.930674     29.929922
   2.14585     29.945097     29.944341
   2.18973     29.989252     29.988533
   2.23360     30.029300     30.028568
   2.27748     30.023119     30.022377
   2.27748     30.023119     30.022377
   2.36522     30.071602     30.070883
   2.45297     30.100252     30.099562
   2.54072     30.105104     30.104451
   2.62847     30.180495     30.179932
   2.71622     30.955084     30.954523
   2.80397     31.795483     31.794916
   2.89172     32.646662     32.646078
   2.97947     32.831469     32.830863
   3.06722     32.562011     32.561633
   3.15496     32.779115     32.778523
   3.24271     32.954188     32.953586
   3.33046     33.253596     33.252982
   3.41821     33.611556     33.610924
   3.50596     33.863092     33.862427
   3.59371     33.677446     33.676787
   3.68146     32.974202     32.973606
   3.76921     32.716657     32.716145
   3.85695     33.489204     33.488555
   3.94470     34.192935     34.192452
 
# Band-Index   32
   3.94470     34.195642     34.193635
   3.85695     33.729315     33.728691
   3.76921     33.748510     33.754816
   3.68146     33.674992     33.674221
   3.59371     33.751030     33.750277
   3.50596     33.917290     33.916520
   3.41821     34.173480     34.172676
   3.33046     34.505538     34.504818
   3.24271     33.954458     33.954474
   3.15496     33.104885     33.104839
   3.06722     32.754336     32.753755
   2.97947     32.882902     32.882296
   2.89172     33.155083     33.154454
   2.80397     33.555025     33.554576
   2.71622     34.066368     34.065784
   2.62847     34.673778     34.673110
   2.54072     35.363364     35.362781
   2.45297     36.122620     36.122045
   2.36522     36.937619     36.937103
   2.27748     37.788000     37.787459
   2.27748     37.788001     37.787471
   2.23360     37.214263     37.213519
   2.18973     36.460125     36.459547
   2.14585     35.632458     35.631868
   2.10198     34.778386     34.777779
   2.05810     33.920389     33.919774
   2.01423     33.071660     33.071036
   1.97035     32.242811     32.242176
   1.92648     31.446781     31.446130
   1.88261     31.176417     31.175694
   1.83873     31.654885     31.654149
   1.79486     32.133887     32.133126
   1.75098     32.598858     32.598109
   1.70711     32.911935     32.910972
   1.66323     32.176559     32.176133
   1.61936     32.461547     32.461368
   1.57548     32.889352     32.889177
   1.53161     33.266625     33.266480
   1.48774     33.539409     33.538699
   1.44386     33.641376     33.640366
   1.44386     33.640302     33.640089
   1.36787     33.636609     33.636586
   1.29188     33.631414     33.631323
   1.21588     33.637826     33.637708
   1.13989     33.669477     33.669362
   1.06390     33.735682     33.735565
   0.98791     33.840569     33.840510
   0.91191     33.983268     33.983164
   0.83592     34.159070     34.159004
   0.75993     34.361450     34.359586
   0.68393     34.494719     34.497228
   0.60794     34.752247     34.752080
   0.53195     34.698879     34.697766
   0.45596     34.403233     34.402544
   0.37996     34.101521     34.100597
   0.30397     33.866312     33.865119
   0.22798     33.749737     33.748942
   0.15199     33.332558     33.331945
   0.07599     33.896728     33.896676
   0.00000     34.194144     34.196734
